filename,label,openverse_id,title,source,creator,source_page,download_url,license,license_version,license_url,seed_query,source_width,source_height,saved_width,saved_height,clarity_score,raw_sha1
0047.jpg,localtourism,4ab1edbc-0098-42a0-83f9-0c359bebaedb,"Tea plantations in Puncak pass (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099266213,https://live.staticflickr.com/8187/8099266213_3e00c17142.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,91.257,9ad462719780bcf2677c47d9a4a2f4b4a88466c4
0050.jpg,localtourism,e846075a-aef6-462d-a6ad-1d6bbbd957fc,Borobudur near Yogyakarta (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3716414260,https://live.staticflickr.com/2441/3716414260_7a3a3154cf.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,66.368,0d7404120cf47db5722dc03ec0e07c0d4d7b0ddc
0051.jpg,localtourism,67e89f01-3df6-4e09-b961-d12362daf535,"Sawahs surrounding Bogor (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099274300,https://live.staticflickr.com/8327/8099274300_a4c6f895db.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,50.326,35f670a43d123987a97e8c8a972e2e6ec03cb8e1
0052.jpg,localtourism,77b7ccf7-ec09-41fd-a257-0697e20632ce,"Dutch ereveld 'Leeuwigajah' west of Bandung (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099266083,https://live.staticflickr.com/8044/8099266083_2c34956e9c.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,65.602,e0ab7be23bc2b15ef9c467557711da8e250d21c5
0053.jpg,localtourism,2acf57f0-804b-42b4-a0de-e9d01ad1fa27,"Savoy hotel in Bandung (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099265931,https://live.staticflickr.com/8467/8099265931_e8aa788089.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,69.474,e436d298b9c721250514d720f954e5627fce09cc
0054.jpg,localtourism,7e9270a8-bb77-4dbc-ab54-c40fc163ee27,"Sawahs near Bandung (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099265863,https://live.staticflickr.com/8323/8099265863_cc8a068943.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,75.005,a0c6b2ac8d6e3c417db9b3cc4015201899c660a1
0055.jpg,localtourism,f557b1f5-ad99-43f9-9311-8b2ac8785c9a,Sunrise view on Bromo crater (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3695025870,https://live.staticflickr.com/3621/3695025870_5b91d9bf67.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,34.926,d25ed2ce0cedaf4e79bab7f41d9708044943ae45
0056.jpg,localtourism,511ed891-dbb4-4981-b4e7-3f456c9b5b05,Sunrise view on Bromo crater (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3694219267,https://live.staticflickr.com/2532/3694219267_8f4b4f2918.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,32.5,a00ad5ccd6d01a18f61599abbbb7e49095e6f57a
0058.jpg,localtourism,c17799a7-a3fb-45f9-b9b2-a84976c1ae50,Prambanan near Yogyakarta (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3695039542,https://live.staticflickr.com/3592/3695039542_8d00c291d7.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,67.276,2826b2576cd830e5e942019e4c2f1629d50e2118
0059.jpg,localtourism,74c5af2f-9468-4ac6-aef5-074cc324b0e9,Potato Farmer in Dieng Indonesia,flickr,www.ryananders.de,https://www.flickr.com/photos/171531878@N08/48702996057,https://live.staticflickr.com/65535/48702996057_213d33be64_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,683,1024,512,768,34.264,aa03fd3f552c5041a6c74bab65b33608522cb5b2
0061.jpg,localtourism,4fb83590-83e0-4632-b51a-39c69297ac36,The Gili Islands,flickr,Jorge Lascar,https://www.flickr.com/photos/8721758@N06/16356362743,https://live.staticflickr.com/8710/16356362743_e99f07dbc7_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,1024,680,768,510,41.889,31650910ea1b1e9fa0bbb467a96d96e745cf37dd
0063.jpg,localtourism,1dd8cc3b-873c-4377-9a61-13957f4c7da4,"Tea plantations in Puncak pass (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099266127,https://live.staticflickr.com/8473/8099266127_382494f5b7.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,83.508,8c7d4404587c6592e03cd60c7bc080c0cbb18b55
0062.jpg,localtourism,c478fca7-1a72-4e9a-8d94-90996587d2a4,"I did not get off the car, but was still solicited by one massage parlour",flickr,shankar s.,https://www.flickr.com/photos/77742560@N06/32228662018,https://live.staticflickr.com/4860/32228662018_66799fc68e_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,1024,684,768,513,57.749,ba2d2d3ddfeb7685c4fbf91fa2f490136c384d43
0064.jpg,localtourism,44df9cd1-854f-4535-bbf8-e94cb08d4c74,"Sawahs near Bandung (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099265789,https://live.staticflickr.com/8472/8099265789_560852ed09.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,90.921,b523a416fc088f23efe9c52db52b81bd0691fab9
0065.jpg,localtourism,3ab7969a-4dfa-424a-8872-4be11cb85207,Sunrise view on Bromo crater (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3694225639,https://live.staticflickr.com/3602/3694225639_b6373ee1b9.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,23.191,52b01364317d373cfd5ff1c1d3dd6b64fe80aa89
0066.jpg,localtourism,5014b32e-bc86-49be-b4ef-facfdc77aa7d,"Smoking Bromo vulcano (East-Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099266419,https://live.staticflickr.com/8334/8099266419_692d94e0b1.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,53.963,eed9c7138a880956d80e713ea6500b979bf1422c
0067.jpg,localtourism,d871011d-da2d-47a6-813c-464c1f3d58ae,Red pine forest in Dieng Plateau (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3694243757,https://live.staticflickr.com/2502/3694243757_96ebd26bc8.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,93.266,d2809a36e94fef4806e953a5c2755d7cb7dde3c3
0068.jpg,localtourism,fb790684-1802-41d5-8c3d-da7e948819b9,Jl Pantai Bali,flickr,Jorge Lascar,https://www.flickr.com/photos/8721758@N06/16702762338,https://live.staticflickr.com/8752/16702762338_644256bcff_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,1024,680,768,510,78.009,9a22650de5019c0f6d4a6f9f3289a0381de900fd
0070.jpg,localtourism,8108aff3-ca4b-4b8b-a64a-4174d6685542,Bali,flickr,Jorge Lascar,https://www.flickr.com/photos/8721758@N06/16702994600,https://live.staticflickr.com/7603/16702994600_b463334f4b_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,1024,680,768,510,55.593,bb3ba52d4c7f734b8d1bbcfc564edb9e23160e5f
0069.jpg,localtourism,d61232a5-1607-4f98-8a17-ac02dc4e7611,Jalan Pantai Bali,flickr,Jorge Lascar,https://www.flickr.com/photos/8721758@N06/16702991550,https://live.staticflickr.com/7639/16702991550_f0c83ab2fb_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,1024,680,768,510,64.59,27cc7f516c2ede3dccc1da1bd508dabf0c577ce7
0071.jpg,localtourism,5317622c-bf97-44e1-8007-6b480cabd8f9,The Gili Islands,flickr,Jorge Lascar,https://www.flickr.com/photos/8721758@N06/16356413943,https://live.staticflickr.com/7635/16356413943_96a8352844_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,1024,680,768,510,45.39,45e893a7317432beee3c0404da9da923d9692aed
0072.jpg,localtourism,6c128a56-517a-4686-bec8-dadff408e984,Borobudur near Yogyakarta (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3695045566,https://live.staticflickr.com/2649/3695045566_6bb16fa7c2.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,68.118,62bb1431675eb046b1e9b04668023a325b2ed58c
0073.jpg,localtourism,e8577792-dd90-4883-81e2-293cba1b1db9,DSCF4855,flickr,mattjlc,https://www.flickr.com/photos/23457733@N05/3651944869,https://live.staticflickr.com/3609/3651944869_13e01ac016_b.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,1024,769,768,577,65.901,bf8e9767d4d41d85e4fc710d472c5cdcb69657ac
0074.jpg,localtourism,46c0f0f1-a080-4664-bd5d-f44873d9df1f,Sunrise view on Bromo crater (Indonesia 2009),flickr,paularps,https://www.flickr.com/photos/21160385@N02/3694224997,https://live.staticflickr.com/3643/3694224997_4742ccf47d.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,21.233,30dd8b822ea8d7e58a381dcc28821feec7895023
0075.jpg,localtourism,9ba09b6f-b1b7-423d-8ab9-1548d29649e0,"Colourful fishing boats, South-Bali (Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/3695007940,https://live.staticflickr.com/2664/3695007940_858ff5b09e.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,37.053,96ff157bab185eab2f967b7af062fb5f09d38159
0076.jpg,localtourism,24da4977-ec7d-461b-a970-8ac0e3c2ad97,"Hill town in Puncak pass (Java, Indonesia 2009)",flickr,paularps,https://www.flickr.com/photos/21160385@N02/8099274214,https://live.staticflickr.com/8327/8099274214_331d55233d.jpg,by,2.0,https://creativecommons.org/licenses/by/2.0/,Indonesia destination,500,375,500,375,73.834,f8b9102a99705c529be9c509456f8a808127ad41
